"Tendências","Volume de pesquisa","Iniciado","Finalizada","Detalhamento da tendência","Acesse a página ""Explorar"""
"marcelo flores","2 mil+","1 de junho de 2026 às 23:10:00 UTC-3","2 de junho de 2026 às 08:50:00 UTC-3","marcelo flores","./explore?q=marcelo%20flores&geo=BR"
"nacional","500+","6 de junho de 2026 às 20:00:00 UTC-3","6 de junho de 2026 às 20:50:00 UTC-3","nacional","./explore?q=nacional&geo=BR"
"isabelle drummond","1 mil+","5 de junho de 2026 às 06:20:00 UTC-3","5 de junho de 2026 às 09:00:00 UTC-3","isabelle drummond","./explore?q=isabelle%20drummond&geo=BR"
"julia bergmann","2 mil+","4 de junho de 2026 às 21:10:00 UTC-3","4 de junho de 2026 às 22:40:00 UTC-3","julia bergmann","./explore?q=julia%20bergmann&geo=BR"
"santiago luna","500+","6 de junho de 2026 às 21:30:00 UTC-3","6 de junho de 2026 às 22:30:00 UTC-3","santiago luna","./explore?q=santiago%20luna&geo=BR"
"fable","500+","7 de junho de 2026 às 14:40:00 UTC-3","7 de junho de 2026 às 15:10:00 UTC-3","fable","./explore?q=fable&geo=BR"
"gás do povo","1 mil+","5 de junho de 2026 às 12:30:00 UTC-3","5 de junho de 2026 às 14:30:00 UTC-3","gás do povo","./explore?q=g%C3%A1s%20do%20povo&geo=BR"
"junior tafa","500+","6 de junho de 2026 às 21:20:00 UTC-3","6 de junho de 2026 às 22:20:00 UTC-3","junior tafa","./explore?q=junior%20tafa&geo=BR"
"eslovaquia","1 mil+","5 de junho de 2026 às 15:00:00 UTC-3","5 de junho de 2026 às 16:20:00 UTC-3","eslovaquia","./explore?q=eslovaquia&geo=BR"
"betano","10 mil+","2 de junho de 2026 às 03:50:00 UTC-3","2 de junho de 2026 às 07:00:00 UTC-3","betano","./explore?q=betano&geo=BR"
"prestianni","500+","6 de junho de 2026 às 18:40:00 UTC-3","6 de junho de 2026 às 19:50:00 UTC-3","prestianni","./explore?q=prestianni&geo=BR"
"lua hoje","500+","6 de junho de 2026 às 23:20:00 UTC-3","7 de junho de 2026 às 00:20:00 UTC-3","lua hoje","./explore?q=lua%20hoje&geo=BR"
"classificações de maguary x sousa esporte clube","1 mil+","1 de junho de 2026 às 23:40:00 UTC-3","2 de junho de 2026 às 07:50:00 UTC-3","classificações de maguary x sousa esporte clube","./explore?q=classifica%C3%A7%C3%B5es%20de%20maguary%20x%20sousa%20esporte%20clube&geo=BR"
"stellar blade","1 mil+","5 de junho de 2026 às 19:40:00 UTC-3","5 de junho de 2026 às 20:50:00 UTC-3","stellar blade","./explore?q=stellar%20blade&geo=BR"
"nublense","500+","6 de junho de 2026 às 20:40:00 UTC-3","6 de junho de 2026 às 21:30:00 UTC-3","nublense","./explore?q=nublense&geo=BR"
"edital","2 mil+","3 de junho de 2026 às 16:50:00 UTC-3","3 de junho de 2026 às 19:00:00 UTC-3","edital","./explore?q=edital&geo=BR"
"thiago silva","500+","6 de junho de 2026 às 19:40:00 UTC-3","6 de junho de 2026 às 20:30:00 UTC-3","thiago silva","./explore?q=thiago%20silva&geo=BR"
"tv globo","500+","6 de junho de 2026 às 19:00:00 UTC-3","6 de junho de 2026 às 20:00:00 UTC-3","tv globo","./explore?q=tv%20globo&geo=BR"
"independiente medellín","2 mil+","2 de junho de 2026 às 18:20:00 UTC-3","2 de junho de 2026 às 20:50:00 UTC-3","independiente medellín","./explore?q=independiente%20medell%C3%ADn&geo=BR"
"lamine yamal","1 mil+","6 de junho de 2026 às 20:50:00 UTC-3","6 de junho de 2026 às 21:40:00 UTC-3","lamine yamal","./explore?q=lamine%20yamal&geo=BR"
"giovanni leoni","1 mil+","5 de junho de 2026 às 17:50:00 UTC-3","5 de junho de 2026 às 19:20:00 UTC-3","giovanni leoni","./explore?q=giovanni%20leoni&geo=BR"
"a nobreza do amor","2 mil+","3 de junho de 2026 às 18:20:00 UTC-3","3 de junho de 2026 às 20:00:00 UTC-3","a nobreza do amor","./explore?q=a%20nobreza%20do%20amor&geo=BR"
"romário","500+","6 de junho de 2026 às 17:50:00 UTC-3","6 de junho de 2026 às 19:00:00 UTC-3","romário","./explore?q=rom%C3%A1rio&geo=BR"
"disney","5 mil+","2 de junho de 2026 às 15:30:00 UTC-3","2 de junho de 2026 às 17:20:00 UTC-3","disney","./explore?q=disney&geo=BR"
"manchester united football club","2 mil+","2 de junho de 2026 às 20:30:00 UTC-3","2 de junho de 2026 às 22:50:00 UTC-3","manchester united football club","./explore?q=manchester%20united%20football%20club&geo=BR"
"ibaneis rocha","2 mil+","2 de junho de 2026 às 17:40:00 UTC-3","2 de junho de 2026 às 20:30:00 UTC-3","ibaneis rocha","./explore?q=ibaneis%20rocha&geo=BR"
"rui costa","200+","6 de junho de 2026 às 06:30:00 UTC-3","6 de junho de 2026 às 08:20:00 UTC-3","rui costa","./explore?q=rui%20costa&geo=BR"
"alex sandro","500+","6 de junho de 2026 às 20:40:00 UTC-3","6 de junho de 2026 às 21:30:00 UTC-3","alex sandro","./explore?q=alex%20sandro&geo=BR"
"vulcão","1 mil+","3 de junho de 2026 às 12:20:00 UTC-3","3 de junho de 2026 às 14:40:00 UTC-3","vulcão","./explore?q=vulc%C3%A3o&geo=BR"
"josh hart","1 mil+","6 de junho de 2026 às 00:00:00 UTC-3","6 de junho de 2026 às 01:20:00 UTC-3","josh hart","./explore?q=josh%20hart&geo=BR"
"irã","2 mil+","3 de junho de 2026 às 05:40:00 UTC-3","3 de junho de 2026 às 08:00:00 UTC-3","irã","./explore?q=ir%C3%A3&geo=BR"
"mensagem de corpus christi","1 mil+","4 de junho de 2026 às 06:50:00 UTC-3","4 de junho de 2026 às 09:50:00 UTC-3","mensagem de corpus christi","./explore?q=mensagem%20de%20corpus%20christi&geo=BR"
"gibraltar x ilhas cayman","500+","6 de junho de 2026 às 14:10:00 UTC-3","6 de junho de 2026 às 15:10:00 UTC-3","gibraltar x ilhas cayman","./explore?q=gibraltar%20x%20ilhas%20cayman&geo=BR"
"rodizio sp","500+","5 de junho de 2026 às 05:50:00 UTC-3","5 de junho de 2026 às 08:30:00 UTC-3","rodizio sp","./explore?q=rodizio%20sp&geo=BR"
"guerreiros do sol","2 mil+","4 de junho de 2026 às 22:50:00 UTC-3","5 de junho de 2026 às 00:00:00 UTC-3","guerreiros do sol","./explore?q=guerreiros%20do%20sol&geo=BR"
"missa de corpus christi","2 mil+","4 de junho de 2026 às 08:00:00 UTC-3","4 de junho de 2026 às 09:50:00 UTC-3","missa de corpus christi,corpus christi 2026,qual o significado de corpus christi","./explore?q=missa%20de%20corpus%20christi&geo=BR"
"croatia","2 mil+","2 de junho de 2026 às 13:20:00 UTC-3","2 de junho de 2026 às 16:10:00 UTC-3","croatia","./explore?q=croatia&geo=BR"
"itália","2 mil+","2 de junho de 2026 às 05:30:00 UTC-3","2 de junho de 2026 às 09:10:00 UTC-3","itália","./explore?q=it%C3%A1lia&geo=BR"
"marcola","500+","4 de junho de 2026 às 05:30:00 UTC-3","4 de junho de 2026 às 08:40:00 UTC-3","marcola","./explore?q=marcola&geo=BR"
"valentín barco","500+","6 de junho de 2026 às 21:50:00 UTC-3","6 de junho de 2026 às 22:40:00 UTC-3","valentín barco","./explore?q=valent%C3%ADn%20barco&geo=BR"
"eder militao","1 mil+","3 de junho de 2026 às 23:30:00 UTC-3","4 de junho de 2026 às 01:30:00 UTC-3","eder militao","./explore?q=eder%20militao&geo=BR"
"weverton pereira da silva","500+","6 de junho de 2026 às 20:50:00 UTC-3","6 de junho de 2026 às 21:30:00 UTC-3","weverton pereira da silva","./explore?q=weverton%20pereira%20da%20silva&geo=BR"
"luiz henrique","1 mil+","2 de junho de 2026 às 05:30:00 UTC-3","2 de junho de 2026 às 09:10:00 UTC-3","luiz henrique","./explore?q=luiz%20henrique&geo=BR"
"pulisic","500+","6 de junho de 2026 às 16:40:00 UTC-3","6 de junho de 2026 às 17:30:00 UTC-3","pulisic","./explore?q=pulisic&geo=BR"
"repórter","1 mil+","4 de junho de 2026 às 05:50:00 UTC-3","4 de junho de 2026 às 08:30:00 UTC-3","repórter","./explore?q=rep%C3%B3rter&geo=BR"
"maratona do rio 2026","500+","6 de junho de 2026 às 07:00:00 UTC-3","6 de junho de 2026 às 08:30:00 UTC-3","maratona do rio 2026","./explore?q=maratona%20do%20rio%202026&geo=BR"
"bryce mitchell","500+","6 de junho de 2026 às 21:50:00 UTC-3","6 de junho de 2026 às 22:30:00 UTC-3","bryce mitchell","./explore?q=bryce%20mitchell&geo=BR"
"magnésio treonato","1 mil+","1 de junho de 2026 às 23:30:00 UTC-3","2 de junho de 2026 às 08:10:00 UTC-3","magnésio treonato","./explore?q=magn%C3%A9sio%20treonato&geo=BR"
"junho","2 mil+","2 de junho de 2026 às 19:10:00 UTC-3","2 de junho de 2026 às 21:10:00 UTC-3","junho","./explore?q=junho&geo=BR"
"el salvador","1 mil+","3 de junho de 2026 às 22:30:00 UTC-3","4 de junho de 2026 às 00:20:00 UTC-3","el salvador","./explore?q=el%20salvador&geo=BR"
"vereador","500+","5 de junho de 2026 às 15:20:00 UTC-3","5 de junho de 2026 às 16:30:00 UTC-3","vereador","./explore?q=vereador&geo=BR"
"drogasil","2 mil+","4 de junho de 2026 às 16:10:00 UTC-3","4 de junho de 2026 às 17:40:00 UTC-3","drogasil","./explore?q=drogasil&geo=BR"
"honda","1 mil+","1 de junho de 2026 às 21:00:00 UTC-3","2 de junho de 2026 às 07:30:00 UTC-3","honda","./explore?q=honda&geo=BR"
"vale3","1 mil+","5 de junho de 2026 às 18:10:00 UTC-3","5 de junho de 2026 às 19:20:00 UTC-3","vale3","./explore?q=vale3&geo=BR"
"botafogo de futebol e regatas","1 mil+","2 de junho de 2026 às 04:50:00 UTC-3","2 de junho de 2026 às 07:30:00 UTC-3","botafogo de futebol e regatas","./explore?q=botafogo%20de%20futebol%20e%20regatas&geo=BR"
"usa vs germany","500+","6 de junho de 2026 às 15:20:00 UTC-3","6 de junho de 2026 às 16:10:00 UTC-3","usa vs germany","./explore?q=usa%20vs%20germany&geo=BR"
"isabela garcia","1 mil+","6 de junho de 2026 às 22:40:00 UTC-3","6 de junho de 2026 às 23:10:00 UTC-3","isabela garcia","./explore?q=isabela%20garcia&geo=BR"
"renda fixa","1 mil+","3 de junho de 2026 às 13:30:00 UTC-3","3 de junho de 2026 às 19:10:00 UTC-3","renda fixa","./explore?q=renda%20fixa&geo=BR"
"previsão do tempo rj","2 mil+","2 de junho de 2026 às 00:50:00 UTC-3","2 de junho de 2026 às 07:30:00 UTC-3","previsão do tempo rj,tempo rj,previsão do tempo rio de janeiro","./explore?q=previs%C3%A3o%20do%20tempo%20rj&geo=BR"
"ushuaia","1 mil+","3 de junho de 2026 às 06:50:00 UTC-3","3 de junho de 2026 às 09:20:00 UTC-3","ushuaia","./explore?q=ushuaia&geo=BR"
"estados unidos","2 mil+","2 de junho de 2026 às 13:50:00 UTC-3","2 de junho de 2026 às 15:20:00 UTC-3","estados unidos,voo da seleção brasileira","./explore?q=estados%20unidos&geo=BR"
"fatal fans","1 mil+","3 de junho de 2026 às 14:20:00 UTC-3","3 de junho de 2026 às 17:00:00 UTC-3","fatal fans,futebol feminino","./explore?q=fatal%20fans&geo=BR"
"clube atlético mineiro","2 mil+","3 de junho de 2026 às 05:40:00 UTC-3","3 de junho de 2026 às 07:30:00 UTC-3","clube atlético mineiro,leo duarte,leo duarte zagueiro","./explore?q=clube%20atl%C3%A9tico%20mineiro&geo=BR"
"guild wars","500+","5 de junho de 2026 às 18:40:00 UTC-3","5 de junho de 2026 às 19:50:00 UTC-3","guild wars","./explore?q=guild%20wars&geo=BR"
"until dawn 2","1 mil+","2 de junho de 2026 às 18:50:00 UTC-3","2 de junho de 2026 às 20:40:00 UTC-3","until dawn 2","./explore?q=until%20dawn%202&geo=BR"
"indio solari","500+","5 de junho de 2026 às 09:50:00 UTC-3","5 de junho de 2026 às 11:00:00 UTC-3","indio solari","./explore?q=indio%20solari&geo=BR"
"gol linhas aéreas","1 mil+","3 de junho de 2026 às 19:20:00 UTC-3","3 de junho de 2026 às 21:10:00 UTC-3","gol linhas aéreas","./explore?q=gol%20linhas%20a%C3%A9reas&geo=BR"
"fortnite","200+","6 de junho de 2026 às 02:00:00 UTC-3","6 de junho de 2026 às 03:50:00 UTC-3","fortnite","./explore?q=fortnite&geo=BR"
"goleiros da seleção brasileira","500+","6 de junho de 2026 às 21:00:00 UTC-3","6 de junho de 2026 às 21:30:00 UTC-3","goleiros da seleção brasileira","./explore?q=goleiros%20da%20sele%C3%A7%C3%A3o%20brasileira&geo=BR"
"albânia x luxemburgo","500+","6 de junho de 2026 às 15:30:00 UTC-3","6 de junho de 2026 às 16:10:00 UTC-3","albânia x luxemburgo","./explore?q=alb%C3%A2nia%20x%20luxemburgo&geo=BR"
"uniforme da seleção brasileira 2026","500+","6 de junho de 2026 às 19:30:00 UTC-3","6 de junho de 2026 às 20:00:00 UTC-3","uniforme da seleção brasileira 2026","./explore?q=uniforme%20da%20sele%C3%A7%C3%A3o%20brasileira%202026&geo=BR"
"letícia persiles","500+","5 de junho de 2026 às 20:40:00 UTC-3","5 de junho de 2026 às 21:50:00 UTC-3","letícia persiles","./explore?q=let%C3%ADcia%20persiles&geo=BR"
"mel maia","1 mil+","4 de junho de 2026 às 14:50:00 UTC-3","4 de junho de 2026 às 16:00:00 UTC-3","mel maia","./explore?q=mel%20maia&geo=BR"
"mc donalds","500+","4 de junho de 2026 às 02:00:00 UTC-3","4 de junho de 2026 às 05:40:00 UTC-3","mc donalds","./explore?q=mc%20donalds&geo=BR"
"club técnico universitario x barcelona sc","1 mil+","1 de junho de 2026 às 22:10:00 UTC-3","2 de junho de 2026 às 00:40:00 UTC-3","club técnico universitario x barcelona sc","./explore?q=club%20t%C3%A9cnico%20universitario%20x%20barcelona%20sc&geo=BR"
"rússia x burkina faso","500+","5 de junho de 2026 às 14:30:00 UTC-3","5 de junho de 2026 às 15:30:00 UTC-3","rússia x burkina faso","./explore?q=r%C3%BAssia%20x%20burkina%20faso&geo=BR"
"a nobreza do amor","1 mil+","2 de junho de 2026 às 04:40:00 UTC-3","2 de junho de 2026 às 07:40:00 UTC-3","a nobreza do amor","./explore?q=a%20nobreza%20do%20amor&geo=BR"
"nbb","1 mil+","4 de junho de 2026 às 19:10:00 UTC-3","4 de junho de 2026 às 20:00:00 UTC-3","nbb","./explore?q=nbb&geo=BR"
"anjo da guarda","1 mil+","2 de junho de 2026 às 05:50:00 UTC-3","2 de junho de 2026 às 08:40:00 UTC-3","anjo da guarda","./explore?q=anjo%20da%20guarda&geo=BR"
"dylan harper","1 mil+","3 de junho de 2026 às 22:20:00 UTC-3","3 de junho de 2026 às 23:50:00 UTC-3","dylan harper","./explore?q=dylan%20harper&geo=BR"
"cherki","1 mil+","4 de junho de 2026 às 16:50:00 UTC-3","4 de junho de 2026 às 18:00:00 UTC-3","cherki","./explore?q=cherki&geo=BR"
"og anunoby","500+","5 de junho de 2026 às 23:50:00 UTC-3","6 de junho de 2026 às 01:00:00 UTC-3","og anunoby","./explore?q=og%20anunoby&geo=BR"
"empresário","1 mil+","2 de junho de 2026 às 12:20:00 UTC-3","2 de junho de 2026 às 14:10:00 UTC-3","empresário","./explore?q=empres%C3%A1rio&geo=BR"
"georgia","1 mil+","2 de junho de 2026 às 15:10:00 UTC-3","2 de junho de 2026 às 17:00:00 UTC-3","georgia","./explore?q=georgia&geo=BR"
"rayman legends retold","1 mil+","2 de junho de 2026 às 18:40:00 UTC-3","2 de junho de 2026 às 20:30:00 UTC-3","rayman legends retold","./explore?q=rayman%20legends%20retold&geo=BR"
"mariana ximenes","500+","5 de junho de 2026 às 22:10:00 UTC-3","5 de junho de 2026 às 22:50:00 UTC-3","mariana ximenes","./explore?q=mariana%20ximenes&geo=BR"
"julian champagnie","1 mil+","3 de junho de 2026 às 22:40:00 UTC-3","4 de junho de 2026 às 00:00:00 UTC-3","julian champagnie","./explore?q=julian%20champagnie&geo=BR"
"marrocos seleção","2 mil+","2 de junho de 2026 às 14:20:00 UTC-3","2 de junho de 2026 às 15:50:00 UTC-3","marrocos seleção","./explore?q=marrocos%20sele%C3%A7%C3%A3o&geo=BR"
"uss gerald r ford","500+","5 de junho de 2026 às 20:40:00 UTC-3","5 de junho de 2026 às 21:40:00 UTC-3","uss gerald r ford","./explore?q=uss%20gerald%20r%20ford&geo=BR"
"notícia","500+","6 de junho de 2026 às 22:20:00 UTC-3","6 de junho de 2026 às 22:40:00 UTC-3","notícia","./explore?q=not%C3%ADcia&geo=BR"
"pernambuco","1 mil+","3 de junho de 2026 às 18:50:00 UTC-3","3 de junho de 2026 às 20:10:00 UTC-3","pernambuco","./explore?q=pernambuco&geo=BR"
"iphone 18 pro max","500+","6 de junho de 2026 às 16:40:00 UTC-3","6 de junho de 2026 às 17:10:00 UTC-3","iphone 18 pro max","./explore?q=iphone%2018%20pro%20max&geo=BR"
"albania","500+","6 de junho de 2026 às 17:00:00 UTC-3","6 de junho de 2026 às 17:30:00 UTC-3","albania","./explore?q=albania&geo=BR"
"roscosmos","500+","5 de junho de 2026 às 14:30:00 UTC-3","5 de junho de 2026 às 15:20:00 UTC-3","roscosmos","./explore?q=roscosmos&geo=BR"
"previsão do tempo salvador","500+","5 de junho de 2026 às 05:50:00 UTC-3","5 de junho de 2026 às 07:30:00 UTC-3","previsão do tempo salvador","./explore?q=previs%C3%A3o%20do%20tempo%20salvador&geo=BR"
"1666 amsterdam","500+","5 de junho de 2026 às 19:10:00 UTC-3","5 de junho de 2026 às 20:00:00 UTC-3","1666 amsterdam","./explore?q=1666%20amsterdam&geo=BR"
"argentina","1 mil+","3 de junho de 2026 às 12:30:00 UTC-3","3 de junho de 2026 às 13:40:00 UTC-3","argentina","./explore?q=argentina&geo=BR"
"82-0","500+","4 de junho de 2026 às 01:10:00 UTC-3","4 de junho de 2026 às 05:00:00 UTC-3","82-0","./explore?q=82-0&geo=BR"
"megasena 3014","500+","3 de junho de 2026 às 04:40:00 UTC-3","3 de junho de 2026 às 07:30:00 UTC-3","megasena 3014","./explore?q=megasena%203014&geo=BR"
"atsc 3.0","200+","5 de junho de 2026 às 06:20:00 UTC-3","5 de junho de 2026 às 08:00:00 UTC-3","atsc 3.0","./explore?q=atsc%203.0&geo=BR"
"kick","2 mil+","1 de junho de 2026 às 22:40:00 UTC-3","2 de junho de 2026 às 01:40:00 UTC-3","kick","./explore?q=kick&geo=BR"
"twitch","2 mil+","1 de junho de 2026 às 20:20:00 UTC-3","2 de junho de 2026 às 19:00:00 UTC-3","twitch","./explore?q=twitch&geo=BR"
"lázaro ramos","1 mil+","2 de junho de 2026 às 06:10:00 UTC-3","2 de junho de 2026 às 08:30:00 UTC-3","lázaro ramos","./explore?q=l%C3%A1zaro%20ramos&geo=BR"
"fraude","1 mil+","2 de junho de 2026 às 07:20:00 UTC-3","2 de junho de 2026 às 09:00:00 UTC-3","fraude","./explore?q=fraude&geo=BR"
"zé felipe","500+","5 de junho de 2026 às 07:20:00 UTC-3","5 de junho de 2026 às 08:10:00 UTC-3","zé felipe","./explore?q=z%C3%A9%20felipe&geo=BR"
"the good doctor","500+","4 de junho de 2026 às 23:50:00 UTC-3","5 de junho de 2026 às 01:00:00 UTC-3","the good doctor","./explore?q=the%20good%20doctor&geo=BR"
"nubank","1 mil+","4 de junho de 2026 às 06:00:00 UTC-3","4 de junho de 2026 às 07:10:00 UTC-3","nubank","./explore?q=nubank&geo=BR"
"mastercard","200+","4 de junho de 2026 às 06:30:00 UTC-3","4 de junho de 2026 às 08:40:00 UTC-3","mastercard","./explore?q=mastercard&geo=BR"
"georgia x romenia","1 mil+","2 de junho de 2026 às 15:10:00 UTC-3","2 de junho de 2026 às 16:40:00 UTC-3","georgia x romenia","./explore?q=georgia%20x%20romenia&geo=BR"
"gpt chat","2 mil+","2 de junho de 2026 às 08:40:00 UTC-3","2 de junho de 2026 às 10:00:00 UTC-3","gpt chat","./explore?q=gpt%20chat&geo=BR"
"flavia alessandra","500+","5 de junho de 2026 às 22:10:00 UTC-3","5 de junho de 2026 às 22:50:00 UTC-3","flavia alessandra","./explore?q=flavia%20alessandra&geo=BR"
"jogo do vitória hoje","1 mil+","2 de junho de 2026 às 22:40:00 UTC-3","3 de junho de 2026 às 00:00:00 UTC-3","jogo do vitória hoje","./explore?q=jogo%20do%20vit%C3%B3ria%20hoje&geo=BR"
"peñarol x central español fútbol club","500+","1 de junho de 2026 às 21:10:00 UTC-3","1 de junho de 2026 às 23:30:00 UTC-3","peñarol x central español fútbol club","./explore?q=pe%C3%B1arol%20x%20central%20espa%C3%B1ol%20f%C3%BAtbol%20club&geo=BR"
"bolsa família","1 mil+","3 de junho de 2026 às 06:00:00 UTC-3","3 de junho de 2026 às 07:10:00 UTC-3","bolsa família","./explore?q=bolsa%20fam%C3%ADlia&geo=BR"
"alexandre borges","1 mil+","3 de junho de 2026 às 21:50:00 UTC-3","3 de junho de 2026 às 22:50:00 UTC-3","alexandre borges","./explore?q=alexandre%20borges&geo=BR"
"marquinhos","500+","4 de junho de 2026 às 00:10:00 UTC-3","4 de junho de 2026 às 01:20:00 UTC-3","marquinhos","./explore?q=marquinhos&geo=BR"
"carolina ferraz","200+","5 de junho de 2026 às 01:10:00 UTC-3","5 de junho de 2026 às 02:30:00 UTC-3","carolina ferraz","./explore?q=carolina%20ferraz&geo=BR"
"mirra andreeva","1 mil+","2 de junho de 2026 às 06:30:00 UTC-3","2 de junho de 2026 às 08:10:00 UTC-3","mirra andreeva","./explore?q=mirra%20andreeva&geo=BR"
"austria","500+","1 de junho de 2026 às 16:10:00 UTC-3","1 de junho de 2026 às 18:50:00 UTC-3","austria","./explore?q=austria&geo=BR"
"anapolis fc","500+","4 de junho de 2026 às 21:50:00 UTC-3","4 de junho de 2026 às 22:40:00 UTC-3","anapolis fc","./explore?q=anapolis%20fc&geo=BR"
"noruega","500+","1 de junho de 2026 às 14:00:00 UTC-3","1 de junho de 2026 às 17:00:00 UTC-3","noruega","./explore?q=noruega&geo=BR"
"zagallo","500+","3 de junho de 2026 às 21:10:00 UTC-3","3 de junho de 2026 às 22:10:00 UTC-3","zagallo","./explore?q=zagallo&geo=BR"
"williams racing","500+","2 de junho de 2026 às 05:50:00 UTC-3","2 de junho de 2026 às 08:10:00 UTC-3","williams racing","./explore?q=williams%20racing&geo=BR"
"morte","1 mil+","2 de junho de 2026 às 06:20:00 UTC-3","2 de junho de 2026 às 07:50:00 UTC-3","morte","./explore?q=morte&geo=BR"
"flavio cobolli","1 mil+","3 de junho de 2026 às 14:40:00 UTC-3","3 de junho de 2026 às 15:40:00 UTC-3","flavio cobolli","./explore?q=flavio%20cobolli&geo=BR"
"alem do tempo","500+","4 de junho de 2026 às 15:20:00 UTC-3","4 de junho de 2026 às 16:10:00 UTC-3","alem do tempo","./explore?q=alem%20do%20tempo&geo=BR"
"val kilmer","1 mil+","3 de junho de 2026 às 15:10:00 UTC-3","3 de junho de 2026 às 16:00:00 UTC-3","val kilmer","./explore?q=val%20kilmer&geo=BR"
"classificações de clube do remo x são paulo futebol clube","500+","1 de junho de 2026 às 22:00:00 UTC-3","2 de junho de 2026 às 07:10:00 UTC-3","classificações de clube do remo x são paulo futebol clube","./explore?q=classifica%C3%A7%C3%B5es%20de%20clube%20do%20remo%20x%20s%C3%A3o%20paulo%20futebol%20clube&geo=BR"
"rússia","500+","5 de junho de 2026 às 12:30:00 UTC-3","5 de junho de 2026 às 13:00:00 UTC-3","rússia","./explore?q=r%C3%BAssia&geo=BR"
"welinton oppenkoski","500+","2 de junho de 2026 às 07:10:00 UTC-3","2 de junho de 2026 às 08:50:00 UTC-3","welinton oppenkoski","./explore?q=welinton%20oppenkoski&geo=BR"
"raphinha","500+","3 de junho de 2026 às 23:50:00 UTC-3","4 de junho de 2026 às 01:00:00 UTC-3","raphinha","./explore?q=raphinha&geo=BR"
"atlasintel","500+","4 de junho de 2026 às 13:00:00 UTC-3","4 de junho de 2026 às 13:40:00 UTC-3","atlasintel","./explore?q=atlasintel&geo=BR"
"brasil paralelo","500+","3 de junho de 2026 às 22:50:00 UTC-3","4 de junho de 2026 às 00:00:00 UTC-3","brasil paralelo","./explore?q=brasil%20paralelo&geo=BR"
"vale3","1 mil+","2 de junho de 2026 às 18:00:00 UTC-3","2 de junho de 2026 às 19:10:00 UTC-3","vale3","./explore?q=vale3&geo=BR"
"csmg3","500+","3 de junho de 2026 às 18:00:00 UTC-3","3 de junho de 2026 às 19:00:00 UTC-3","csmg3","./explore?q=csmg3&geo=BR"
"alien isolation 2","500+","5 de junho de 2026 às 18:40:00 UTC-3","5 de junho de 2026 às 19:10:00 UTC-3","alien isolation 2","./explore?q=alien%20isolation%202&geo=BR"
"hungria","500+","5 de junho de 2026 às 16:30:00 UTC-3","5 de junho de 2026 às 17:00:00 UTC-3","hungria","./explore?q=hungria&geo=BR"
"alemanha x noruega","500+","5 de junho de 2026 às 15:30:00 UTC-3","5 de junho de 2026 às 16:00:00 UTC-3","alemanha x noruega","./explore?q=alemanha%20x%20noruega&geo=BR"
"paulinho suspenso","500+","3 de junho de 2026 às 12:40:00 UTC-3","3 de junho de 2026 às 13:50:00 UTC-3","paulinho suspenso","./explore?q=paulinho%20suspenso&geo=BR"
"matteo arnaldi","500+","1 de junho de 2026 às 19:10:00 UTC-3","1 de junho de 2026 às 21:20:00 UTC-3","matteo arnaldi,frances tiafoe","./explore?q=matteo%20arnaldi&geo=BR"
"4 de junho","200+","4 de junho de 2026 às 06:20:00 UTC-3","4 de junho de 2026 às 07:50:00 UTC-3","4 de junho","./explore?q=4%20de%20junho&geo=BR"
"argentina x","500+","4 de junho de 2026 às 18:40:00 UTC-3","4 de junho de 2026 às 19:20:00 UTC-3","argentina x","./explore?q=argentina%20x&geo=BR"
"bitcoin hoje","500+","2 de junho de 2026 às 03:50:00 UTC-3","2 de junho de 2026 às 07:40:00 UTC-3","bitcoin hoje","./explore?q=bitcoin%20hoje&geo=BR"
"leo pereira","500+","3 de junho de 2026 às 23:50:00 UTC-3","4 de junho de 2026 às 00:40:00 UTC-3","leo pereira","./explore?q=leo%20pereira&geo=BR"
"resumo da novela quem ama cuida","1 mil+","4 de junho de 2026 às 22:20:00 UTC-3","4 de junho de 2026 às 22:50:00 UTC-3","resumo da novela quem ama cuida","./explore?q=resumo%20da%20novela%20quem%20ama%20cuida&geo=BR"
"noruega x suécia","200+","1 de junho de 2026 às 14:00:00 UTC-3","1 de junho de 2026 às 16:40:00 UTC-3","noruega x suécia","./explore?q=noruega%20x%20su%C3%A9cia&geo=BR"
"bandeira","500+","2 de junho de 2026 às 06:00:00 UTC-3","2 de junho de 2026 às 08:00:00 UTC-3","bandeira","./explore?q=bandeira&geo=BR"
"andorra","500+","4 de junho de 2026 às 15:40:00 UTC-3","4 de junho de 2026 às 16:20:00 UTC-3","andorra","./explore?q=andorra&geo=BR"
"fifa +","200+","4 de junho de 2026 às 23:30:00 UTC-3","5 de junho de 2026 às 00:10:00 UTC-3","fifa +","./explore?q=fifa%20%2B&geo=BR"
"congonhas","500+","2 de junho de 2026 às 05:40:00 UTC-3","2 de junho de 2026 às 07:30:00 UTC-3","congonhas","./explore?q=congonhas&geo=BR"
"convocadas","200+","4 de junho de 2026 às 00:10:00 UTC-3","4 de junho de 2026 às 01:20:00 UTC-3","convocadas","./explore?q=convocadas&geo=BR"
"sorana cîrstea","500+","2 de junho de 2026 às 06:30:00 UTC-3","2 de junho de 2026 às 07:50:00 UTC-3","sorana cîrstea","./explore?q=sorana%20c%C3%AErstea&geo=BR"
"band","500+","2 de junho de 2026 às 22:40:00 UTC-3","2 de junho de 2026 às 23:30:00 UTC-3","band","./explore?q=band&geo=BR"
